edad,ingreso_mensual,antiguedad_cliente_meses,segmento_cliente,region,canal_adquisicion,limite_credito,saldo_promedio,porcentaje_utilizacion,num_transacciones_mes,pagos_atrasados_12m,reclamos_12m,tipo_producto,tipo_contrato,metodo_pago,default_12m
59,17744.43,2,Básico,Norte,Referido,55950.99,25414.69,0.45,18,0,1,Tarjeta,Mensual,Débito automático,1
36,14197.15,4,Premium,Norte,Web,52717.05,22671.35,0.43,18,0,0,Tarjeta,Mensual,Débito automático,1
41,20295.58,10,Plus,Centro,App,51226.25,16915.75,0.33,28,3,0,Préstamo,Anual,Débito automático,1
26,3129.83,9,Básico,Norte,Web,10114.42,2298.82,0.23,26,2,0,Línea de crédito,Anual,Transferencia,1
29,14280.54,33,Básico,Centro,Web,35759.92,9036.19,0.25,14,1,1,Tarjeta,Anual,Transferencia,1
41,7136.98,1,Plus,Centro,App,20204.19,4275.15,0.21,19,1,1,Tarjeta,Anual,Débito automático,1
53,26842.49,47,Premium,Centro,Web,91149.08,31364.01,0.34,20,1,3,Préstamo,Mensual,Efectivo,1
36,,40,Básico,Centro,Web,43665.84,9050.28,0.21,18,0,0,Tarjeta,Mensual,Efectivo,0
37,13610.12,34,Básico,Centro,App,38188.05,14429,0.38,16,2,1,Préstamo,Mensual,Débito automático,1
35,5415.16,8,Básico,Sur,Web,21608.81,3179.92,0.15,21,2,0,Tarjeta,Mensual,Transferencia,1
33,24590.08,41,Premium,Sur,App,70770.44,23185.73,0.33,20,2,0,Tarjeta,Anual,Transferencia,1
43,19465.46,4,Premium,Centro,Web,53173.6,9917.88,0.19,20,2,0,Tarjeta,Mensual,Transferencia,1
22,18660.58,3,Básico,Centro,Sucursal,59095.25,10229.31,0.17,24,0,0,Tarjeta,Mensual,Transferencia,1
55,8202.43,1,Básico,Norte,App,29552.2,11460.75,0.39,16,0,0,Préstamo,Anual,Transferencia,1
32,8398.56,67,Premium,Sur,Sucursal,37607.12,8371.89,0.22,20,0,0,Préstamo,Mensual,Débito automático,0
48,15277.85,8,Plus,Centro,Web,50988.79,10746.43,0.21,14,0,1,Préstamo,Anual,Transferencia,1
24,8806.99,59,Premium,Norte,Web,29520.97,8730.8,0.3,17,1,1,Tarjeta,Mensual,Débito automático,1
48,17342.85,7,Premium,Norte,Referido,45415.16,8918.52,0.2,20,0,1,Tarjeta,Mensual,Efectivo,1
48,3653.54,57,Básico,Norte,App,14729.76,43449.44,0.73,14,3,7,Tarjeta,Mensual,Transferencia,1
44,9971.37,56,Plus,Norte,App,28553.68,6374.27,0.22,23,1,0,Tarjeta,Mensual,Transferencia,0
28,39263.56,61,Básico,Centro,Sucursal,156646.17,53817.53,0.34,24,2,0,Tarjeta,Mensual,Transferencia,1
42,17390.71,16,Plus,Sur,Web,75149.33,24200.05,0.32,25,0,1,Tarjeta,Mensual,Débito automático,1
25,14765.91,48,Plus,Sur,App,59601.72,21704.11,0.36,15,1,2,Tarjeta,Mensual,Débito automático,1
36,43964.42,72,Premium,Centro,Web,166401.23,99725.62,0.6,20,0,0,Tarjeta,Mensual,Efectivo,0
52,3289.29,9,Premium,Centro,App,12196.15,2343.04,0.19,20,1,0,Préstamo,Anual,Débito automático,0
49,8191.18,13,Básico,Centro,Web,27909.53,10558.98,0.38,21,4,0,Tarjeta,Mensual,Transferencia,1
40,10501.74,30,Básico,Centro,Web,29290.25,6499.21,0.22,28,1,0,Préstamo,Mensual,Transferencia,1
28,22359.59,8,Básico,Centro,App,90728.01,17496.79,0.19,18,1,0,Tarjeta,Mensual,Transferencia,1
47,22592.96,33,Premium,Norte,Sucursal,78050.66,19047.47,0.24,25,1,0,Tarjeta,Anual,Transferencia,1
40,7945.78,1,Plus,Centro,Referido,29806.93,10493.32,0.35,15,0,0,Tarjeta,Anual,Débito automático,1
18,24313.15,17,Premium,Centro,App,78969.85,27255.94,0.35,11,1,0,Línea de crédito,Anual,Débito automático,1
49,10488.25,3,Plus,Norte,App,30431.09,14724.62,0.48,28,3,0,Tarjeta,Mensual,Débito automático,1
39,27639.02,8,Básico,Norte,Sucursal,113679.75,20010.25,0.18,15,4,0,Tarjeta,Mensual,Transferencia,1
54,7189.77,7,Básico,Norte,App,22897.97,1615.64,0.07,15,2,0,Préstamo,Anual,Débito automático,1
26,12406.96,43,Básico,Centro,App,52523.14,20206.64,0.38,15,3,0,Préstamo,Mensual,Transferencia,1
18,9955.69,5,Plus,Centro,Web,44118.14,9832.35,0.22,31,1,1,Tarjeta,Mensual,Débito automático,1
43,25175.29,39,Premium,Norte,Sucursal,104728.63,16405.98,0.16,22,1,0,Tarjeta,Anual,Débito automático,1
43,9762.77,37,Básico,Norte,App,26908.88,11477.88,0.43,18,2,1,Préstamo,Mensual,Débito automático,1
19,13023.76,16,Premium,Norte,Referido,54830.33,37022.84,0.68,18,0,0,Préstamo,Anual,Transferencia,1
28,18107.6,6,Básico,Sur,Sucursal,64077.64,4377.28,0.07,17,1,1,Tarjeta,Anual,Débito automático,1
73,18530.16,6,Básico,Centro,App,55272.2,36054.21,0.65,19,0,0,Tarjeta,Mensual,Transferencia,0
36,22746.61,15,Plus,Norte,Sucursal,61104.5,13744.56,0.22,14,3,0,Préstamo,Mensual,Transferencia,1
48,,1,Básico,Centro,App,46356.43,1940.82,0.04,19,1,0,Tarjeta,Mensual,Transferencia,1
32,10394.69,18,Premium,Norte,Web,28843.76,14204.53,0.49,18,1,1,Tarjeta,Mensual,Transferencia,1
18,10831.14,73,Básico,Centro,App,27633.37,19844.38,0.72,15,0,0,Tarjeta,Mensual,Transferencia,0
37,13567.1,4,Básico,Norte,Sucursal,60719.97,14444.62,0.24,24,0,0,Tarjeta,Mensual,Débito automático,0
36,15517.99,20,Plus,Sur,Sucursal,64602.72,4338.21,0.07,15,1,0,Préstamo,Mensual,Débito automático,0
35,12230.61,78,Premium,Sur,App,48652.12,19925.84,0.41,12,0,0,Línea de crédito,Anual,Débito automático,0
38,13514.55,47,Plus,Centro,App,39003.36,4296.43,0.11,17,0,0,Préstamo,Mensual,Transferencia,0
43,5375.72,45,Básico,Sur,Web,13737.51,9916.3,0.72,10,2,0,Préstamo,Mensual,Transferencia,0
38,19938.61,41,Básico,Centro,Web,69195.1,12841.82,0.19,20,0,0,Tarjeta,Mensual,Transferencia,0
24,,8,Básico,Sur,Referido,59325.84,36832.26,0.62,20,0,0,Línea de crédito,Anual,Débito automático,1
45,,53,Básico,Centro,Sucursal,107855.21,40685.56,0.38,19,0,2,Línea de crédito,Anual,Transferencia,1
18,13361.01,68,Premium,Norte,Sucursal,55952.82,18727.43,0.33,14,3,0,Tarjeta,Mensual,Efectivo,1
18,4707.73,16,Básico,Norte,Sucursal,20182.07,3197.65,0.16,17,1,1,Préstamo,Mensual,,1
48,10774.44,10,Básico,Norte,App,32079.03,13835.51,0.43,14,2,2,Préstamo,Mensual,Transferencia,1
46,11849.51,12,Plus,Centro,App,33304.86,12806.97,0.38,21,0,1,Tarjeta,Mensual,Débito automático,1
39,20863.2,9,Premium,Norte,App,62497.03,8836.67,0.14,12,1,0,Tarjeta,Mensual,Débito automático,1
23,3857.74,5,Básico,Centro,App,10713.55,1334.52,0.12,24,0,0,Tarjeta,Mensual,Efectivo,0
31,13693.93,23,Básico,Centro,Sucursal,56103.57,38504.73,0.69,10,2,0,Tarjeta,Mensual,,1
36,18182.32,19,Básico,Sur,App,78294.65,24128.6,0.31,12,2,2,Tarjeta,Anual,Transferencia,1
20,8983.16,14,Básico,Centro,Sucursal,27979.71,8026.11,0.29,14,1,0,Préstamo,Anual,Transferencia,1
31,13971.53,2,Básico,Centro,Sucursal,59432.82,15663.78,0.26,21,1,0,Préstamo,Mensual,Débito automático,1
47,9170.78,38,Plus,Centro,Sucursal,23936.39,2284.7,0.1,32,0,1,Tarjeta,Anual,,0
57,8623.59,4,Básico,Sur,Web,33241.45,10205.61,0.31,22,2,1,Préstamo,Mensual,Transferencia,1
34,,2,Básico,Norte,Web,37171.56,4160.09,0.11,15,2,0,Préstamo,Anual,Efectivo,1
49,8721.83,23,Básico,Norte,Web,26632,9332.57,0.35,17,3,1,Tarjeta,Mensual,Transferencia,1
18,20134.12,12,Premium,Sur,Sucursal,81269.39,26858.6,0.33,20,3,0,Préstamo,Anual,Débito automático,1
47,8595.8,1,Plus,Sur,Sucursal,25134.93,8188.85,0.33,21,1,1,Préstamo,Anual,Débito automático,1
30,7771.78,10,Premium,Centro,Web,25897.88,6213.6,0.24,15,1,0,Tarjeta,Anual,Efectivo,1
43,38590.34,35,Básico,Centro,Web,151263.27,51375.13,0.34,16,1,0,Préstamo,Mensual,Débito automático,1
37,23776.29,22,Plus,Norte,Sucursal,75524.38,9611.2,0.13,19,2,0,Préstamo,Mensual,Débito automático,1
55,4372.51,10,Básico,Norte,Web,18411.41,5416.68,0.29,19,2,0,Tarjeta,Mensual,Débito automático,1
29,8443.39,5,Básico,Sur,Referido,35722.75,8346.06,0.23,18,1,2,Préstamo,Mensual,Débito automático,1
47,15451.75,23,Plus,Norte,App,44888.28,5406.37,0.12,18,0,0,Tarjeta,Mensual,Débito automático,0
36,16224.1,52,Plus,Centro,Referido,54850.11,19259.54,0.35,13,1,1,Préstamo,Anual,Transferencia,1
38,5462.73,24,Premium,Sur,App,18376.77,8022.41,0.44,25,3,0,Préstamo,Mensual,Transferencia,1
37,26772.73,40,Plus,Norte,Web,88887.9,11406.04,0.13,26,3,0,Tarjeta,Anual,Transferencia,1
29,21919.56,17,Básico,Norte,App,76804.92,14226.45,0.19,21,0,0,Tarjeta,Mensual,Débito automático,0
39,,30,Básico,Centro,Sucursal,47250.68,14687.94,0.31,17,1,2,Tarjeta,Anual,,1
39,30152.92,54,Básico,Centro,Web,127851.4,55490.58,0.43,15,1,0,Préstamo,Mensual,Débito automático,0
42,17524.83,35,Básico,Norte,App,53973.49,19470.35,0.36,17,1,1,Línea de crédito,Anual,Transferencia,1
41,17485.87,57,Plus,Norte,App,43778.06,11305.67,0.26,21,1,1,Préstamo,Anual,Efectivo,1
49,34016.72,13,Plus,Norte,Referido,131651.79,67175.62,0.51,20,3,0,Tarjeta,Anual,Transferencia,1
51,25867.22,56,Premium,Norte,Web,98319.85,24368.81,0.25,25,2,1,Tarjeta,Mensual,Débito automático,1
27,8063.44,23,Plus,Norte,App,36013.94,2249.33,0.06,21,0,0,Tarjeta,Mensual,Transferencia,0
50,19534.1,48,Plus,Centro,Web,76934.96,4285.07,0.06,24,1,0,Tarjeta,Anual,Débito automático,1
25,8968.19,1,Básico,Norte,App,28388.02,14078.4,0.5,24,3,1,Tarjeta,Mensual,Débito automático,1
47,18078.75,25,Básico,Sur,App,79641.16,7055.27,0.09,26,1,1,Tarjeta,Mensual,Transferencia,1
47,17782.46,45,Plus,Norte,Web,57449.66,13686.96,0.24,15,2,0,Préstamo,Anual,Débito automático,1
18,5825.03,4,Premium,Centro,Sucursal,24130.13,4307.59,0.18,19,2,1,Línea de crédito,Mensual,Débito automático,1
41,12417.88,26,Básico,Centro,App,39381.42,2156.34,0.05,18,2,0,Línea de crédito,Anual,Efectivo,1
34,15664.53,41,Plus,Sur,App,40687.31,9134.94,0.22,20,0,0,Préstamo,Anual,Transferencia,0
30,10282.78,8,Plus,Norte,App,40797.64,12683.44,0.31,21,2,1,Tarjeta,Anual,Transferencia,1
56,16136.29,12,Premium,Norte,App,51642.93,12158.14,0.24,13,0,0,Préstamo,Anual,Efectivo,1
32,21666.85,20,Básico,Sur,Web,68852.38,15825.08,0.23,21,3,0,Préstamo,Anual,Débito automático,1
30,13116.73,17,Plus,Sur,Sucursal,51571.11,12650,0.25,19,3,0,Tarjeta,Anual,Transferencia,1
40,15287.02,1,Básico,Norte,Web,48063.56,23640.04,0.49,15,1,1,Tarjeta,Mensual,Transferencia,1
48,30639.78,2,Plus,Norte,Sucursal,83831.22,5238.01,0.06,13,2,1,Tarjeta,Anual,Transferencia,1
38,17746.04,2,Básico,Sur,Web,58722.03,19460.74,0.33,18,0,0,Tarjeta,Anual,Débito automático,1
53,15070.5,7,Básico,Norte,App,62507.74,8282.17,0.13,16,1,0,Préstamo,Mensual,Efectivo,1
46,7518.73,6,Plus,Sur,Referido,20754.77,12930.25,0.62,15,1,0,Tarjeta,Mensual,Débito automático,0
18,19982.57,32,Básico,Sur,App,72116.32,3332.76,0.05,16,2,0,Préstamo,Anual,Débito automático,1
33,16286.47,20,Plus,Norte,Web,45024.25,2189.67,0.05,23,0,1,Tarjeta,Mensual,Transferencia,1
33,28860.92,34,Plus,Sur,Web,74991.22,13663.54,0.18,18,0,1,Tarjeta,Mensual,Transferencia,1
45,13740.83,1,Premium,Centro,Sucursal,44759.66,5422.11,0.12,22,2,0,Tarjeta,Mensual,Débito automático,1
18,,15,Básico,Sur,Web,17143.63,1915.69,0.11,22,0,0,Tarjeta,Anual,Débito automático,0
70,4817.1,9,Básico,Centro,Referido,14692.03,968.22,0.07,15,2,0,Préstamo,Mensual,Débito automático,1
46,20772.98,45,Básico,Norte,Web,70450.78,47475.23,0.67,12,1,1,Tarjeta,Anual,Efectivo,0
41,,29,Básico,Sur,App,33046.82,2167.91,0.07,15,0,2,Préstamo,Mensual,Transferencia,1
54,17362.37,48,Plus,Norte,App,72619.52,27616.56,0.38,23,0,0,Tarjeta,Anual,Débito automático,0
68,14307.51,1,Básico,Sur,Web,59203.87,4583.97,0.08,17,2,1,Tarjeta,Anual,Transferencia,1
50,12087.13,30,Básico,Centro,App,30274.56,2642.81,0.09,25,1,1,Línea de crédito,Mensual,Transferencia,1
51,12609.22,18,Básico,Norte,App,41961.43,26799.56,0.64,17,1,0,Préstamo,Mensual,Transferencia,1
41,7948.72,41,Básico,Norte,Sucursal,30301.97,2986.22,0.1,20,2,1,Tarjeta,Mensual,Transferencia,0
38,13233.85,16,Premium,Sur,App,55645.6,31031.3,0.56,10,0,0,Préstamo,Mensual,Transferencia,0
34,9407.89,18,Premium,Centro,Sucursal,24439.77,5142.68,0.04,17,0,12,Tarjeta,Anual,Efectivo,1
30,10685.53,1,Plus,Sur,Sucursal,40140.17,2855.82,0.07,14,2,2,Préstamo,Anual,Transferencia,1
31,11001.76,26,Básico,Norte,Web,46031.79,23549.23,0.51,17,1,0,Préstamo,Anual,Débito automático,0
23,11660.75,7,Premium,Centro,App,35100.64,3218.95,0.09,16,4,0,Préstamo,Mensual,Transferencia,1
39,23232.42,1,Premium,Sur,Web,67618.26,7021.27,0.1,15,2,0,Línea de crédito,Mensual,Débito automático,1
19,12358.82,1,Premium,Norte,Web,42461.19,17928.07,0.42,21,1,1,Préstamo,Anual,Débito automático,1
42,24691.67,75,Plus,Centro,Sucursal,109264.59,25825.23,0.24,29,2,0,Tarjeta,Mensual,Transferencia,1
39,33614.51,10,Básico,Sur,App,130618.33,42941.24,0.33,12,3,1,Tarjeta,Mensual,Débito automático,1
41,22313.94,48,Básico,Centro,App,74728.71,11960.97,0.16,16,1,0,Tarjeta,Mensual,Efectivo,0
33,18410.59,77,Premium,Sur,Sucursal,46794.66,13946.11,0.3,25,2,1,Préstamo,Anual,Transferencia,0
75,16254.08,68,Premium,Sur,Web,58733.34,32184.66,0.55,17,1,0,Préstamo,Anual,Transferencia,1
56,22453.8,51,Básico,Centro,App,71797.74,17456.73,0.24,21,0,0,Préstamo,Mensual,Transferencia,1
25,14095.58,54,Básico,Sur,App,40474.43,9633.33,0.24,15,1,0,Línea de crédito,Anual,Débito automático,0
42,24118.68,8,Plus,Centro,Web,84422.52,22917.45,0.27,11,1,1,Línea de crédito,Anual,Transferencia,1
32,19311.64,3,Plus,Centro,Sucursal,61464.43,10843.55,0.18,21,0,1,Tarjeta,Mensual,Transferencia,1
27,10765.43,24,Plus,Norte,Web,27747.36,10923.35,0.39,22,3,0,Tarjeta,Anual,Débito automático,1
23,22868.38,16,Plus,Sur,App,90353.25,55396.75,0.61,12,0,1,Tarjeta,Anual,Efectivo,1
45,14113.51,2,Básico,Sur,Referido,55962.42,12215.51,0.22,17,0,0,Préstamo,Anual,Transferencia,1
31,12535.51,27,Básico,Norte,App,46853.52,13996.57,0.3,22,2,0,Tarjeta,Mensual,Transferencia,1
51,10039.48,19,Plus,Centro,Web,41981.5,140.83,0,16,0,1,Tarjeta,Anual,Débito automático,0
51,14759.04,47,Plus,Centro,Web,42895.14,15328.73,0.36,14,2,0,Préstamo,Mensual,Débito automático,0
56,24291.4,22,Básico,Centro,Web,74632.97,12607.1,0.17,23,2,1,Préstamo,Mensual,Transferencia,1
29,22773.75,20,Básico,Sur,Sucursal,77825.01,759.87,0.01,16,1,1,Préstamo,Mensual,Efectivo,1
45,16515.2,13,Plus,Norte,Web,43275.6,13458.02,0.31,15,2,0,Tarjeta,Anual,Efectivo,1
47,,14,Básico,Sur,Web,81692.6,22204.99,0.27,15,1,0,Tarjeta,Mensual,Débito automático,1
34,28653.13,74,Plus,Norte,Sucursal,99748.93,14442,0.14,13,0,1,Tarjeta,Mensual,Efectivo,1
30,12210.12,3,Plus,Centro,Web,38453.65,5234.03,0.14,18,1,1,Tarjeta,Mensual,Transferencia,1
59,6841.4,14,Plus,Centro,App,23643.39,11670.41,0.49,13,1,0,Tarjeta,Anual,Débito automático,1
42,29163.64,25,Plus,Norte,App,91873.03,28783.87,0.31,20,2,0,Préstamo,Mensual,Débito automático,1
47,9721.87,13,Básico,Centro,Web,29870.7,15434.83,0.52,18,1,1,Tarjeta,Mensual,Transferencia,1
30,8829,7,Plus,Sur,App,29983.61,16628.22,0.55,21,2,0,Préstamo,Mensual,Transferencia,1
25,,8,Básico,Norte,Web,15750.86,57514.51,0.63,13,1,5,Tarjeta,Anual,Transferencia,1
33,18821.78,6,Plus,Norte,Sucursal,63367.1,20000.89,0.32,21,0,2,Línea de crédito,Mensual,Débito automático,1
38,5049.92,10,Plus,Centro,Web,18158.83,1147.91,0.06,20,0,0,Préstamo,Anual,Débito automático,0
27,8517.22,49,Básico,Sur,Web,34637.45,8836.73,0.26,19,1,0,Tarjeta,Mensual,Transferencia,1
39,19014.21,16,Básico,Sur,App,49713.35,11588.48,0.23,15,0,1,Préstamo,Anual,Débito automático,1
19,20602.19,6,Básico,Norte,Web,84943.61,16008.11,0.19,17,3,0,Tarjeta,Mensual,Transferencia,1
26,9036.05,11,Plus,Sur,Sucursal,26720.22,7087.93,0.27,16,1,0,Tarjeta,Anual,Transferencia,1
48,12326.52,2,Básico,Centro,App,37031.15,7859.04,0.21,11,1,0,Tarjeta,Mensual,Efectivo,1
47,7914.43,56,Plus,Norte,Web,29274.96,19555.33,0.67,15,0,0,Préstamo,Anual,Transferencia,0
35,9613.87,12,Plus,Sur,App,42794.62,19667.65,0.46,15,0,0,Tarjeta,Anual,Transferencia,1
27,15673.54,94,Plus,Norte,Web,39729.27,23604.29,0.59,10,1,0,Préstamo,Mensual,Transferencia,0
27,9887.36,10,Premium,Sur,Web,38029.41,12390.32,0.33,19,1,0,Préstamo,Mensual,Transferencia,1
35,,43,Básico,Sur,App,44929.73,15571.29,0.35,10,1,0,Tarjeta,Mensual,Transferencia,1
47,5547.91,7,Premium,Centro,Sucursal,20234.9,2166.42,0.11,19,2,0,Préstamo,Mensual,Transferencia,1
51,,1,Básico,Centro,App,66422.2,12204.35,0.18,18,2,1,Préstamo,Mensual,Transferencia,1
34,,1,Básico,Centro,Web,67359.57,32058.39,0.48,13,1,0,Tarjeta,Mensual,Transferencia,1
26,,22,Básico,Norte,Sucursal,58692.1,17342.54,0.3,16,0,0,Préstamo,Mensual,Transferencia,0
43,28976.93,8,Plus,Sur,Web,76966.64,21955.47,0.29,23,1,1,Tarjeta,Anual,Efectivo,1
30,8142.66,14,Básico,Sur,Web,31692.24,7229.54,0.23,15,0,0,Tarjeta,Mensual,Transferencia,1
33,10774.78,40,Plus,Centro,App,42026.69,10386.72,0.25,18,1,1,Tarjeta,Mensual,Débito automático,1
55,,6,Básico,Sur,App,18343.14,10161.9,0.55,23,1,1,Tarjeta,Mensual,Débito automático,1
49,87926.26,8,Premium,Centro,Web,220410.1,70629.64,0.32,15,1,2,Préstamo,Anual,Transferencia,1
41,12212.91,44,Plus,Centro,App,39783.79,10397.36,0.26,21,2,0,Préstamo,Mensual,Transferencia,1
24,24915.28,16,Plus,Centro,App,62899.73,27171.1,0.43,14,2,0,Préstamo,Anual,Transferencia,1
42,6355.67,42,Premium,Norte,App,20524.54,3655.49,0.18,17,1,0,Línea de crédito,Mensual,Transferencia,0
52,24290.32,11,Plus,Sur,App,84610.85,49175.28,0.58,14,1,0,Línea de crédito,Anual,Transferencia,1
35,40723.25,12,Básico,Sur,App,144952.72,68334.3,0.47,22,4,0,Tarjeta,Mensual,Transferencia,1
56,12885.16,4,Básico,Sur,App,41385.4,18034.59,0.44,16,2,0,Línea de crédito,Mensual,Transferencia,1
55,7284.26,59,Plus,Centro,Web,28777.22,15858.22,0.55,16,1,0,Préstamo,Mensual,Débito automático,1
59,12292.22,54,Básico,Sur,Web,40947.73,10111.49,0.25,24,1,0,Tarjeta,Anual,Transferencia,0
43,3512.01,99,Básico,Centro,Sucursal,12412.32,7027.47,0.57,19,0,1,Préstamo,Anual,Débito automático,0
47,13059.46,12,Básico,Centro,App,53546.07,15997.07,0.3,14,1,0,Préstamo,Mensual,Transferencia,1
56,21863.64,40,Plus,Sur,Sucursal,62280.89,32076.2,0.52,18,2,0,Tarjeta,Mensual,Transferencia,0
45,13076.15,12,Básico,Centro,Referido,41082.53,14860.84,0.36,17,2,1,Préstamo,Anual,Débito automático,1
33,11265.68,14,Básico,Centro,Sucursal,39912.72,6722.93,0.17,16,1,0,Préstamo,Anual,Débito automático,1
34,18334.52,42,Básico,Norte,App,73984.12,26778.3,0.36,10,3,0,Préstamo,Mensual,Transferencia,1
42,19195.19,4,Plus,Sur,App,64317.53,26832.54,0.42,14,2,0,Préstamo,Mensual,Transferencia,1
24,4934.75,5,Plus,Norte,Web,13055.04,1310.43,0.1,18,0,1,Préstamo,Mensual,Débito automático,1
38,14091.03,9,Plus,Norte,Referido,63094.86,4097,0.06,15,2,0,Tarjeta,Mensual,Transferencia,1
53,57618.04,37,Básico,Norte,App,225621.98,91416.73,0.41,20,3,1,Préstamo,Mensual,Transferencia,1
18,5996.85,11,Premium,Centro,Web,23660.41,15004.86,0.63,11,1,0,Tarjeta,Anual,Transferencia,1
58,12692.27,10,Básico,Norte,Web,43537.16,20747.45,0.48,14,1,1,Préstamo,Anual,Débito automático,1
53,42832.3,120,Plus,Sur,Sucursal,153942.7,75401.04,0.49,15,1,0,Línea de crédito,Anual,Transferencia,0
34,25913.13,11,Premium,Centro,Web,116300.64,19749.81,0.17,18,3,0,Tarjeta,Mensual,Débito automático,1
46,9817.89,6,Premium,Sur,Web,36230.3,11099.81,0.31,22,1,1,Línea de crédito,Mensual,Transferencia,1
40,15118.6,23,Plus,Norte,App,44416.32,8384.66,0.19,23,0,1,Tarjeta,Mensual,Débito automático,1
54,13342.81,38,Premium,Norte,Sucursal,59092.1,7649.16,0.13,17,0,0,Línea de crédito,Mensual,,0
51,8528.4,1,Plus,Sur,App,30493.51,15284.32,0.5,15,2,0,Línea de crédito,Mensual,Débito automático,1
23,12777.6,23,Básico,Centro,Sucursal,32472.31,7601.12,0.23,12,1,3,Préstamo,Mensual,Débito automático,1
47,11293.93,1,Básico,Norte,Sucursal,41185.59,24396.9,0.59,16,0,0,Préstamo,Anual,Débito automático,0
37,14294.77,17,Plus,Sur,Sucursal,37751.8,3332.66,0.09,13,3,1,Línea de crédito,Anual,Transferencia,1
40,8526.81,7,Plus,Norte,App,30314.3,1394.09,0.05,12,0,2,Tarjeta,Anual,Débito automático,1
31,6210.7,8,Básico,Norte,App,25778.53,10551.4,0.41,25,1,0,Tarjeta,Anual,Transferencia,1
60,13032.89,15,Premium,Centro,Web,46628.2,2387.52,0.05,18,1,1,Línea de crédito,Mensual,Transferencia,1
52,37386.72,62,Básico,Norte,Web,121391.2,18704.58,0.15,20,0,1,Tarjeta,Mensual,Transferencia,1
31,14035.17,29,Básico,Norte,App,59863.09,6270.49,0.1,12,2,0,Préstamo,Mensual,Débito automático,1
23,10949.44,66,Básico,Sur,Web,47686.79,11690.53,0.25,22,1,0,Línea de crédito,Anual,Efectivo,1
35,21003.65,25,Premium,Norte,App,67106.28,24525.96,0.37,23,4,0,Préstamo,Mensual,Efectivo,1
45,12149.07,1,Plus,Norte,Web,42496.27,14445.74,0.34,20,0,0,Préstamo,Mensual,Débito automático,1
42,40979.19,7,Plus,Sur,Web,183006.71,101286.77,0.55,15,0,2,Línea de crédito,Anual,Débito automático,1
55,13328.4,56,Plus,Centro,Sucursal,38068.6,2863.68,0.08,16,3,0,Tarjeta,Anual,,1
49,20339.06,24,Plus,Norte,App,62975.95,16598.85,0.26,25,0,0,Tarjeta,Anual,Débito automático,1
51,8495.04,95,Premium,Centro,App,28516.52,4572.77,0.16,19,2,0,Préstamo,Anual,Transferencia,0
43,18067.2,4,Básico,Norte,App,48813.54,29272.84,0.6,17,3,0,Préstamo,Mensual,Efectivo,1
23,15757.25,8,Plus,Centro,App,47966.42,5930.04,0.12,16,0,1,Línea de crédito,Mensual,Transferencia,1
37,12914.38,10,Básico,Centro,Web,46354.57,6773.54,0.15,24,3,2,Tarjeta,Mensual,Efectivo,1
52,9886.7,9,Premium,Sur,App,29234.92,2938.22,0.1,15,1,0,Línea de crédito,Anual,Transferencia,0
39,9110.49,6,Premium,Centro,App,35281.01,4414.21,0.13,18,0,1,Tarjeta,Mensual,Débito automático,1
46,15826.03,14,Plus,Sur,Web,50569.61,19492.22,0.39,22,0,0,Tarjeta,Mensual,Débito automático,0
36,19484.28,24,Básico,Norte,Web,52209.89,12271.41,0.24,12,0,0,Tarjeta,Mensual,Débito automático,1
27,12378.33,8,Básico,Centro,App,49873.09,6118.63,0.12,19,1,2,Préstamo,Anual,Débito automático,1
38,15872.78,1,Básico,Norte,App,57694.89,12158.11,0.21,13,1,1,Tarjeta,Mensual,Débito automático,1
43,13059.24,29,Básico,Centro,Sucursal,54192.43,3935.29,0.07,23,2,0,Préstamo,Anual,Efectivo,1
32,14173.31,14,Plus,Centro,Sucursal,45642.34,11276.02,0.25,19,1,0,Tarjeta,Mensual,Transferencia,1
37,11845.85,19,Básico,Sur,Web,30073.76,4295.39,0.14,17,1,2,Tarjeta,Anual,Débito automático,1
28,13504.57,14,Premium,Sur,App,35022.45,14752.66,0.42,22,1,0,Préstamo,Anual,Débito automático,1
53,67428.58,53,Básico,Centro,Referido,275843.56,86757.78,0.31,18,0,0,Tarjeta,Anual,Débito automático,0
36,16106.54,19,Premium,Norte,Sucursal,53494.36,13896.01,0.26,18,2,0,Tarjeta,Mensual,Transferencia,1
57,19676.46,61,Plus,Centro,Web,87614.77,4859.34,0.06,26,1,0,Línea de crédito,Mensual,Transferencia,1
58,17375.46,17,Básico,Sur,Web,72292.63,34693.55,0.48,19,1,0,Tarjeta,Mensual,Transferencia,0
39,11410.74,8,Básico,Norte,Web,28894.76,11504.38,0.4,20,2,0,Préstamo,Mensual,Transferencia,1
27,29038.96,10,Premium,Centro,App,123124.02,24639.75,0.2,17,1,1,Préstamo,Anual,Efectivo,0
18,11218.3,17,Plus,Norte,Web,32821.75,5504.87,0.17,19,0,0,Tarjeta,Mensual,Efectivo,1
22,25160.55,18,Básico,Norte,App,87370.78,10393.78,0.12,18,1,0,Préstamo,Mensual,Débito automático,0
23,10932.29,27,Básico,Norte,Sucursal,38396.85,16069.66,0.42,12,1,1,Préstamo,Anual,Transferencia,1
56,7510.19,6,Plus,Sur,Sucursal,19672.52,6157.2,0.31,16,1,0,Tarjeta,Mensual,Transferencia,0
41,16634.56,25,Básico,Norte,Web,45767.18,30481.19,0.67,16,3,1,Tarjeta,Mensual,Transferencia,1
